step time u1 u2 u3 u4 x1 x2 x3 x4
1.0	39.796	0.9999994039535522	-1.811981201171875e-5	0.0	0.0	0.0	0.0	-1.0	0.0
2.0	36.08	0.9562250375747681	-0.0004382133483886719	2.8282702260185033e-6	0.0	-0.09495805756651779	0.0050838878471966345	-0.8983166476887645	0.10336676422711587
3.0	35.152	0.8109235763549805	-0.0003228187561035156	-1.0633725651132409e-6	0.0	-0.1795360196120024	0.021146844528818043	-0.7905743153556251	0.22322892513591813
4.0	40.47	0.6219261884689331	-0.00022655725479125977	-1.331131898041349e-7	0.0	-0.2530539497642204	0.05049412192732404	-0.6749093015799231	0.3734665950518239
5.0	23.876	0.4276256263256073	-0.00012731552124023438	-9.883651728159748e-7	1.0	-0.31421339746371435	0.09739411540715848	-0.540488918925113	0.5801147415145509
6.0	39.79	0.26716792583465576	15.476794242858887	1.0	1.0000008344650269	-0.36017824108122926	0.16943555797697823	-0.36684087971617957	0.884648257299857
7.0	17.38	0.03543321415781975	7.668398857116699	1.0000001192092896	1.0	-0.386061294755703	0.20078525629217336	-0.14561257803004615	-0.24723905950945357
8.0	10.106	-0.1518629491329193	-2.980232238769531e-7	1.0	0.0	-0.39097405632022514	0.15683922529743607	0.04005730702117903	-0.6462816398221418
9.0	9.224	-0.2551218271255493	8.344650268554688e-7	0.0	0.0	-0.3808484341166322	0.1052101590638365	0.1538788395876481	-0.40345227977591164
10.0	9.224	-0.3093404769897461	5.960464477539062e-7	0.0	0.0	-0.3620772675917669	0.07290710535407412	0.21617850973297592	-0.253340756772701
11.0	9.224	-0.3350192904472351	-9.5367431640625e-7	0.0	0.0	-0.3387390538502721	0.05256045759814717	0.24720590727146943	-0.16035191399673937
12.0	9.224	-0.344137042760849	2.384185791015625e-7	0.0	0.0	-0.31330543428116103	0.03962642033463763	0.25931796276295327	-0.10262587396904815
13.0	9.224	-0.3436816334724426	-4.76837158203125e-7	0.0	0.0	-0.28726695595155266	0.031297882258163115	0.2600681191918422	-0.06671185683518537
14.0	9.224	-0.33771318197250366	-4.76837158203125e-7	0.0	0.0	-0.2615141214973382	0.025837149812067316	0.25408146718383284	-0.04431699750395986
15.0	9.224	-0.3285940885543823	0.0	0.0	0.0	-0.23656977752025288	0.02216641048893792	0.24419565210766944	-0.030317309459036226
16.0	9.224	-0.31769388914108276	0.0	0.0	0.0	-0.21273108620518144	0.019615902194415193	0.23215449971324892	-0.021540205392438994
17.0	9.224	-0.30581411719322205	-2.384185791015625e-7	0.0	0.0	-0.19015644148697294	0.01776874059464391	0.21903155572282082	-0.016016704459186876
18.0	9.224	-0.2934251129627228	1.1920928955078125e-6	0.0	0.0	-0.1689188033530533	0.016365105857966446	0.20548804393502226	-0.012522316315461822
19.0	9.224	-0.2808094620704651	-1.1920928955078125e-7	0.0	0.0	-0.1490385284747276	0.015242940760880773	0.19193104658644236	-0.010293799716349392
20.0	9.224	-0.2681412100791931	0.0	0.0	0.0	-0.13050364404315395	0.01430116764545695	0.17861020058734411	-0.008854545507499392
21.0	32.95	0.5790607333183289	2.574920654296875e-5	0.0	0.0	-0.11328242743451808	0.013476812244905882	-0.7	-0.007906436026563993
22.0	38.804	0.26820915937423706	-9.5367431640625e-7	0.0	0.0	-0.1796909981796894	0.01697372348531517	-0.6275905298867605	0.07900643086808226
23.0	39.698	0.1619885265827179	2.384185791015625e-7	0.0	0.0	-0.2401018291943773	0.028229764723228457	-0.5787563072605101	0.14985396018315927
24.0	36.442	0.10073068737983704	6.109476089477539e-7	0.0	0.0	-0.29547328608163914	0.04741356578620916	-0.5254861374765025	0.24019544709290253
25.0	26.984	0.07810646295547485	4.76837158203125e-7	0.0	1.0	-0.3446992191350591	0.07757481844706085	-0.4540223250051791	0.3730500032975657
26.0	33.656	0.09929972141981125	10.219197273254395	1.0	1.0	-0.3851358267976442	0.12442053613790555	-0.3469281107161689	0.5794277855800386
27.0	23.494	0.07262162119150162	6.252310752868652	1.0	1.0000001192092896	-0.41245580221374284	0.1455165111172616	-0.1959670662301983	-0.15049962324170651
28.0	13.234	0.020627014338970184	-9.059906005859375e-6	1.0	-2.228100015599921e-7	-0.42480404589134607	0.11334083776303988	-0.0563426288708474	-0.5037034869406906
29.0	12.254	-0.009442232549190521	-2.0802021026611328e-5	0.0	-2.720746739015567e-9	-0.4254201249435288	0.07290372166707991	0.03730388709806006	-0.3184731564367726
30.0	11.258	-0.02863861620426178	-1.4483928680419922e-5	0.0	-1.4634967682169986e-9	-0.41856711962590176	0.04734885040179064	0.09551120392515118	-0.20111429952767124
31.0	10.804	-0.0423453226685524	-7.987022399902344e-6	-2.384185791015625e-7	-3.577491358708329e-10	-0.4070917880976588	0.031229035801500583	0.1313177038926909	-0.12663743797216562
32.0	9.602	-0.05323699116706848	-2.2798776626586914e-6	0.0	-1.635676490086002e-11	-0.39279905351179284	0.021098947010820365	0.1528542408540985	-0.07932983178249518
33.0	9.224	-0.06260231137275696	1.601874828338623e-7	0.0	0.0	-0.3768429448525579	0.014773517936056428	0.1652171916280472	-0.049280231117890885
34.0	9.224	-0.07098884135484695	8.940696716308594e-8	0.0	0.0	-0.35996875257513383	0.010863452610369872	0.17161713833204023	-0.030220106572629107
35.0	9.224	-0.07859185338020325	-2.086162567138672e-7	0.0	0.0	-0.342663547448392	0.008483368746956715	0.17409159956251247	-0.018172299976199926
36.0	9.224	-0.08545702695846558	3.8743019104003906e-7	0.0	0.0	-0.3252499496035387	0.007067973793441845	0.17394524078036108	-0.010605832202482342
